Date time,Location,Minimum Temperature,Maximum Temperature,Relative Humidity
2023-03-04,Adilabad,39.3332505635736,39.33324515037959,23.20948007536708
2023-03-05,Adilabad,34.055565725648,39.666638745732556,29.089527296682103
2023-03-06,Adilabad,36.33332522668718,36.333339914536246,21.020171371186205
2023-03-07,Adilabad,31.333353197024866,36.33333531379162,36.19938935004998
2023-03-08,Adilabad,35.05554278047347,35.0555619057159,45.01936005958781
2023-03-09,Adilabad,29.833353455586103,38.16665471090809,48.61958374226761
2023-03-10,Adilabad,30.055557565527593,38.83332706481849,45.70996946006273
2023-03-11,Adilabad,32.66665609139748,37.05556266164146,45.600009258782656
2023-03-12,Adilabad,30.05556584097468,31.66669634066792,59.139438448243354
2023-03-13,Adilabad,29.83334150337219,32.33335052015783,70.69935866509049
2023-03-14,Adilabad,31.166701687258406,31.833378376829668,56.150648621949394
2023-03-15,Adilabad,49.50000227519664,49.722236038639494,77.58479172015603
2023-03-16,Adilabad,26.777962518063788,32.38904502832017,56.8914585059194
2023-03-17,Adilabad,32.29184559465119,31.0082863750765,41.63090623330274
2023-03-18,Adilabad,27.91116147010021,35.84445016514619,53.9779403376706
2023-03-19,Adilabad,33.511754322305976,35.63307121300248,55.3702118325929
2023-03-20,Adilabad,28.092577572038987,39.349953737005265,48.082601427125354
2023-03-21,Adilabad,31.075717107274475,37.062947258550636,49.24065093125034
2023-03-22,Adilabad,33.62206109663291,36.61085034960192,49.764074965153306
2023-03-23,Adilabad,29.60894510323246,28.94033852278056,71.4207354378968
2023-03-24,Adilabad,30.142057331123034,34.2771334129937,71.53212855060568
2023-03-25,Adilabad,32.74867826562627,34.59363326082731,43.66232725942838
2023-03-26,Adilabad,31.704473792691417,34.1179980650846,58.80490819907093
2023-03-27,Adilabad,35.55245540209008,38.78840109125297,37.995140437677435
2023-03-28,Adilabad,32.13743745295396,40.39772838539626,33.75425113264036
2023-03-29,Adilabad,35.19288765055925,40.65537496962068,26.635732672357737
2023-03-30,Adilabad,30.520476175016167,39.64696959595502,42.294835457003025
2023-03-31,Adilabad,37.63492741549876,38.75874274549573,28.693968211300312
2023-04-01,Adilabad,33.81541867893121,38.33070457423014,40.92070026653421
2023-04-02,Adilabad,33.281085178990715,40.764425120783216,37.2878085301835
2023-04-03,Adilabad,34.26585621667353,33.60667813553976,51.954141240897485
2023-04-04,Adilabad,31.883889517759,34.19979000934479,54.72023616696312
2023-04-05,Adilabad,33.61406818492985,38.00720132752165,49.932311834939604
2023-04-06,Adilabad,32.45971935478606,36.65158002777761,44.64495133547747
2023-04-07,Adilabad,32.814602435475294,36.086429667944955,50.903202748992186
2023-04-08,Adilabad,34.22963706353088,36.95182837103679,39.405942578918996
2023-04-09,Adilabad,28.070279939517334,36.01807355972978,63.328238865787185
2023-04-10,Adilabad,30.904851473079564,35.83758057998355,45.60888577743748
2023-04-11,Adilabad,29.101473671058603,33.70061689634045,67.45993896830011
2023-04-12,Adilabad,29.333649908243764,34.341810226513076,61.4610503788066
2023-04-13,Adilabad,28.183109964819536,35.74382521345401,63.315277811561074
2023-04-14,Adilabad,27.872504021435617,33.51770744201162,67.57398352014444
2023-04-15,Adilabad,28.414799193977373,29.330951333007352,74.19456530651257
2023-04-16,Adilabad,27.559634118387432,31.98113366804595,77.39303941472993
2023-04-17,Adilabad,27.223848354976845,31.800457254855008,74.82704520080435
2023-04-18,Adilabad,28.4426795626052,30.875458710316313,72.77137150611888
2023-04-19,Adilabad,24.476058110889202,27.71657714476177,88.28889513810924
2023-04-20,Adilabad,26.96802766332316,30.412150110735645,73.9452877558858
2023-04-21,Adilabad,27.08691826124014,33.23106352790244,65.72496915577098
2023-04-22,Adilabad,27.011368363061173,30.926882419391603,76.52718262001073
2023-04-23,Adilabad,27.106749587620964,33.50817439750298,69.74739350398798
2023-04-24,Adilabad,28.830987604368648,32.54587142353341,70.78397248879222
2023-04-25,Adilabad,25.20935529714265,28.811447491800408,87.2303039140218
2023-04-26,Adilabad,25.968914336300372,31.50412452350489,75.09819841482191
2023-04-27,Adilabad,25.250608861860254,27.311181917136153,90.17842336300366
2023-04-28,Adilabad,26.099951148743788,33.78850372188975,70.34151843413903
2023-04-29,Adilabad,25.591761349547202,31.804586416206142,74.73412761888444
2023-04-30,Adilabad,29.989590356652855,31.858282638086703,62.24450438374916
2023-05-01,Adilabad,25.40360522585963,28.54153276436974,87.85243813639192
2023-05-02,Adilabad,27.67150598372127,31.259201853058038,66.1905524465609
2023-05-03,Adilabad,27.191554725041343,31.913851563502735,73.96593202950845
2023-05-04,Adilabad,28.468569195886676,32.16730005083392,66.16068757387741
2023-05-05,Adilabad,28.774288948506868,31.617932324554626,70.2033372513751
2023-05-06,Adilabad,28.380120114117517,29.8495567623206,78.68647983932534
2023-05-07,Adilabad,30.54777198126287,32.49343930190796,61.538199668453224
2023-05-08,Adilabad,29.408171882992203,30.856281233096695,75.22626750585573
2023-05-09,Adilabad,28.91556891149534,28.544112531037673,79.49328802355285
2023-05-10,Adilabad,28.725546956330973,31.751652711028406,70.82240001294926
2023-05-11,Adilabad,27.598497824580974,31.328526215060524,71.88641067175224
2023-05-12,Adilabad,29.90097873125229,31.889616293720227,63.113387482394174
2023-05-13,Adilabad,27.85492256813152,30.598418120011626,74.48708951545106
2023-05-14,Adilabad,28.957066784176188,31.862263727438677,67.17310210551801
2023-05-15,Adilabad,29.568628399436463,33.13637031267182,69.48816124795906
2023-05-16,Adilabad,26.443002768632166,27.664129108207206,87.86851231275222
2023-05-17,Adilabad,27.291954777689906,29.79143325649609,81.51584763743291
2023-05-18,Adilabad,28.28534049964003,29.49081055356652,82.79804476063703
2023-05-19,Adilabad,27.08820627859412,30.464208722166468,80.46486325103582
2023-05-20,Adilabad,26.223039369383557,29.986978255952845,89.09060823115587
2023-05-21,Adilabad,26.481084942653396,29.02509368454975,85.50297933660808
2023-05-22,Adilabad,26.342922598299033,30.616738735656327,84.3974442807596
2023-05-23,Adilabad,25.912976867941392,28.79114083685455,88.15359002089478
2023-05-24,Adilabad,27.799486920902346,28.47073136481615,86.97352703656632
2023-05-25,Adilabad,25.017294376569094,26.106986828138755,95.63354832910024
2023-05-26,Adilabad,27.937765932736383,30.254374041080816,77.84042212443765
2023-05-27,Adilabad,27.936455071779793,31.51567085370549,76.78264846011241
2023-05-28,Adilabad,28.222884884052164,29.61113046095244,80.4813196882773
2023-05-29,Adilabad,27.834756680101588,30.937741042506815,75.77238741883336
2023-05-30,Adilabad,28.067470049060553,29.280391829442323,81.36256920503772
2023-05-31,Adilabad,25.812373712129432,27.51231030379877,94.49647579944065
2023-06-01,Adilabad,24.93764392088754,27.128588358834243,94.38481302337385
2023-06-02,Adilabad,24.40674126666445,25.688688338827628,92.3316627157072
2023-06-03,Adilabad,25.79297263137087,30.2802908715287,79.47804399432734
2023-06-04,Adilabad,25.98243624196538,29.494696374795076,77.63410594582426
2023-06-05,Adilabad,28.30179546824074,29.418343377155463,73.29965976230429
2023-06-06,Adilabad,25.425038279824882,28.54574086094421,81.16397390014484
2023-06-07,Adilabad,27.778683956907916,29.499949992975523,70.70338251220609
2023-06-08,Adilabad,26.115611654099357,30.403243629852046,73.48624374693405
2023-06-09,Adilabad,27.192785149432318,28.384732126181888,75.62511266655359
2023-06-10,Adilabad,26.605217464087964,28.263447404564502,80.70549955722639
2023-06-11,Adilabad,27.205967084875674,28.682592850348623,80.14082677303375
2023-06-12,Adilabad,26.013619638646073,28.76138194927516,80.887606839468
2023-06-13,Adilabad,25.749921653086655,28.710142601334468,82.02363421308465
2023-06-14,Adilabad,26.45940541866896,28.0016639681467,80.3871854562039
2023-06-15,Adilabad,26.45340793132412,29.650348993347663,75.47914607151637
2023-06-16,Adilabad,25.902864138416195,30.182865485963653,78.9081907111476
2023-06-17,Adilabad,27.446621192444145,27.467276497574396,86.49553399670091
2023-06-18,Adilabad,24.608671092314683,27.03183915585704,92.89690301772636
2023-06-19,Adilabad,28.49191653496005,31.73905364685614,71.42619817620846
2023-06-20,Adilabad,27.344379294188887,30.822218515400035,77.96943471818432
2023-06-21,Adilabad,28.032572011649936,29.625579990826154,75.61116266106723
2023-06-22,Adilabad,27.849510864704786,30.048201331020692,74.78092864541554
2023-06-23,Adilabad,29.35207071490493,31.914718683979633,65.88183669596683
2023-06-24,Adilabad,28.03853761968513,30.721717651555164,76.74777509820933
2023-06-25,Adilabad,26.88476359143417,30.81684574804116,77.81600071216205
2023-06-26,Adilabad,26.36183506220419,26.911647967360505,89.19638448175597
2023-06-27,Adilabad,25.797382929456635,30.518598524043192,83.09993320108617
2023-06-28,Adilabad,24.831426892932605,26.426784413832202,92.42435821455682
2023-06-29,Adilabad,26.048669834591124,27.532922478513775,90.03284262757504
2023-06-30,Adilabad,24.20394758311268,26.78983100957277,94.28266932762236
2023-07-01,Adilabad,26.029146040827175,29.424006220255574,78.64247605182885
2023-07-02,Adilabad,25.806344383143546,30.884221282779507,78.05410079423595
2023-07-03,Adilabad,26.40400817483437,27.712033157381935,81.8888246109781
2023-07-04,Adilabad,26.478302918206722,28.773903467924494,79.99328562348644
2023-07-05,Adilabad,28.32234033615523,30.16976778921936,76.40555340420903
2023-07-06,Adilabad,27.332292841984383,29.7496587736309,79.46388787335233
2023-07-07,Adilabad,26.697102466359137,27.656361416784158,84.71317973034245
2023-07-08,Adilabad,27.56130496040804,29.102023391951963,75.21040625817703
2023-07-09,Adilabad,26.70714204509895,29.42584159154649,82.43253828885956
2023-07-10,Adilabad,25.452843234453468,26.806646579310378,94.09004620248612
2023-07-11,Adilabad,27.05613097278391,27.427508319637095,86.0975554705079
2023-07-12,Adilabad,24.807571183608115,26.956743273835766,93.57445731758308
2023-07-13,Adilabad,26.957524316419327,28.68464228321944,82.74714620936184
2023-07-14,Adilabad,26.902746629290142,28.986026219660374,83.68105931479855
2023-07-15,Adilabad,26.139176125289943,26.49649995512685,91.01726618604081
2023-07-16,Adilabad,25.844294599619207,28.77501633430982,85.16153582931017
2023-07-17,Adilabad,26.495833198848224,27.748060938268846,89.26369855181831
2023-07-18,Adilabad,25.35683494648282,26.017100092738943,93.25768478693185
2023-07-19,Adilabad,23.98002027537324,25.83488023027665,99.5514857280268
2023-07-20,Adilabad,25.44322600953087,26.994615381672094,84.84457919205025
2023-07-21,Adilabad,25.829364463893015,29.341147406856102,83.14512885779665
2023-07-22,Adilabad,25.65743382798027,28.205626384564255,85.59691336504224
2023-07-23,Adilabad,27.283055025644646,28.83088084053965,85.8518048510251
2023-07-24,Adilabad,26.424131378336945,29.086481738206658,83.73760004117935
2023-07-25,Adilabad,27.615159675670288,29.561952844077748,80.90659924573582
2023-07-26,Adilabad,26.776782094961717,29.731525556837784,81.32431086212479
2023-07-27,Adilabad,27.51886489992241,27.957386019211445,83.35254074512063
2023-07-28,Adilabad,26.91248552698385,29.2104185039786,83.52479736695508
2023-07-29,Adilabad,27.961465873222444,29.576388629103377,79.02735527275041
2023-07-30,Adilabad,27.017678120304907,29.077893848222555,83.5859342392138
2023-07-31,Adilabad,26.87761983606088,28.901129729999674,82.80645060364607
2023-08-01,Adilabad,25.863013020331643,28.108428277377783,88.25835676826634
2023-08-02,Adilabad,25.447301965776024,28.99655867240847,87.77892269224184
2023-08-03,Adilabad,24.99975953244581,27.055581641072973,94.75038455261523
2023-08-04,Adilabad,26.488880673675194,28.009392491944297,89.9684975109421
2023-08-05,Adilabad,25.97486545226842,28.027516904158354,88.78007992447597
2023-08-06,Adilabad,26.98064193505115,30.034658031206803,79.5335950443948
2023-08-07,Adilabad,25.8974282996323,30.549023835449958,81.02025322395275
2023-08-08,Adilabad,26.975320362749798,28.522520899586866,82.97648122771632
2023-08-09,Adilabad,25.14929185758006,27.75261767073097,90.40362592684562
2023-08-10,Adilabad,26.998528134924346,29.756649369999664,78.29925517446385
2023-08-11,Adilabad,27.005472682188348,28.985725939311056,83.54254725894765
2023-08-12,Adilabad,24.837009894017932,29.21240244609001,89.33400132431532
2023-08-13,Adilabad,25.76202789010742,28.132179651102096,85.36412015149676
2023-08-14,Adilabad,26.516164592534338,30.800536143670435,77.78557838379714
2023-08-15,Adilabad,27.03990324506277,29.171406272003402,85.3014009610156
2023-08-16,Adilabad,28.539036762826072,29.113739802470867,79.75710290991599
2023-08-17,Adilabad,27.141228214127256,29.060457101744905,85.24829683823074
2023-08-18,Adilabad,29.071362672756738,30.391624966977147,72.09235338790528
2023-08-19,Adilabad,28.63902518427844,30.756693365640043,73.65171956227648
2023-08-20,Adilabad,29.014662782255307,30.613903842649528,72.95433443309327
2023-08-21,Adilabad,27.03265957935197,28.863071972561624,82.7196017016859
2023-08-22,Adilabad,28.333617659387762,31.7330576558957,73.68190747832985
2023-08-23,Adilabad,27.73731333328558,30.979999000673352,72.95340701999541
2023-08-24,Adilabad,26.429859941586095,30.395067614289243,76.19513511934522
2023-08-25,Adilabad,27.009187822519632,30.80288097270079,69.90233962490403
2023-08-26,Adilabad,27.042631063603388,31.2587732096887,71.46829428708307
2023-08-27,Adilabad,25.59885690561042,30.400439617118348,73.4769439866258
2023-08-28,Adilabad,26.06558771145767,28.679751660217526,82.63904736775152
2023-08-29,Adilabad,24.944705643121488,28.68197393141928,87.86000890418978
2023-08-30,Adilabad,27.182734648216176,30.929940357394695,72.46714698606574
2023-08-31,Adilabad,26.646644710931838,30.016427527953162,72.34156197584215
2023-09-01,Adilabad,25.48139430154766,29.117293107989003,73.97998371225576
2023-09-02,Adilabad,25.3477573834994,29.843711967394086,70.62009813469783
2023-03-04,Nizamabad,30.33332588813393,40.05553036415713,26.81988865068085
2023-03-05,Nizamabad,28.166662761645632,41.05554080193962,30.229898625982834
2023-03-06,Nizamabad,28.33333069201876,40.66665929463041,32.67991381348359
2023-03-07,Nizamabad,25.33333313703755,39.166664708724554,50.06980068450518
2023-03-08,Nizamabad,23.33333434020838,34.166672114553606,62.07977248639452
2023-03-09,Nizamabad,22.055557088412296,36.33333391704249,59.01988185448245
2023-03-10,Nizamabad,24.66666674950047,38.333331848621185,49.580010909441064
2023-03-11,Nizamabad,27.16666599386298,38.05555644691391,56.1799682870817
2023-03-12,Nizamabad,25.83333428160234,37.833336585012546,53.550025097495606
2023-03-13,Nizamabad,27.33333434004696,36.055564180809526,55.5300366785331
2023-03-14,Nizamabad,27.33333565243932,36.83334562994783,50.73011929455202
2023-03-15,Nizamabad,43.500000479034746,56.86111313209035,68.52998146364575
2023-03-16,Nizamabad,25.166684749030075,39.833375748361696,53.700237645727476
2023-03-17,Nizamabad,29.193269478890223,40.23394951975113,45.52065001545198
2023-03-18,Nizamabad,24.8092562517456,38.94782530990895,60.45908206772273
2023-03-19,Nizamabad,27.646174907043026,34.84689470827789,54.19983094656554
2023-03-20,Nizamabad,28.204706929370882,40.22095522404091,47.5889111720348
2023-03-21,Nizamabad,30.451694879739783,40.2594975042961,41.05582427759444
2023-03-22,Nizamabad,30.61118338506617,34.545115359191634,65.53103915986189
2023-03-23,Nizamabad,26.808383273973185,37.16042948883751,50.55179216097654
2023-03-24,Nizamabad,30.36539962266995,35.35349046111599,50.98371969701725
2023-03-25,Nizamabad,29.5618707713597,37.60467549126305,43.39382237032239
2023-03-26,Nizamabad,30.315196572214877,36.43012219410264,51.46938900991807
2023-03-27,Nizamabad,28.733643212594018,38.53668645545639,42.32410437814179
2023-03-28,Nizamabad,27.754265896061227,41.140508985003,39.15901200156861
2023-03-29,Nizamabad,28.899034380082533,40.534670869672276,39.08170557488194
2023-03-30,Nizamabad,30.074489020522666,39.48194920624722,45.486600514596645
2023-03-31,Nizamabad,29.016096456383508,36.64046416454941,46.27854843464427
2023-04-01,Nizamabad,27.49756122755673,39.58724791676071,34.253337423956765
2023-04-02,Nizamabad,31.226425502938522,36.71688545778654,37.57959029167682
2023-04-03,Nizamabad,27.517700351436954,40.24309427493288,45.25551412691166
2023-04-04,Nizamabad,27.503986858528016,37.84680805249244,48.852135576815215
2023-04-05,Nizamabad,28.64376593987237,38.8264749309729,48.88970324912713
2023-04-06,Nizamabad,27.181872587933274,36.19114334520615,51.295941862527584
2023-04-07,Nizamabad,30.03266360316499,38.61164414833372,49.88033742198951
2023-04-08,Nizamabad,26.389444182217694,40.868433271018716,47.62484784787121
2023-04-09,Nizamabad,25.556558146772876,37.99709278699199,61.91028253804063
2023-04-10,Nizamabad,26.195472980671536,33.74473840799865,65.01250622368593
2023-04-11,Nizamabad,27.3132612018243,33.96801212787258,64.42028753944544
2023-04-12,Nizamabad,23.87822142503363,32.890839940393455,71.9193211279315
2023-04-13,Nizamabad,24.94651052061993,34.453822417408766,70.26091787105847
2023-04-14,Nizamabad,25.413764267120733,32.9543356794456,71.35059856244705
2023-04-15,Nizamabad,27.566031714695917,35.75096661551625,65.10450495090737
2023-04-16,Nizamabad,24.5636341330037,33.69504664756137,73.15679038761677
2023-04-17,Nizamabad,24.69300987621643,31.324048117167656,77.24906423599082
2023-04-18,Nizamabad,25.425010123338094,31.002249639963107,72.87622812147995
2023-04-19,Nizamabad,24.628752135169897,30.654634555887363,75.64862703183896
2023-04-20,Nizamabad,22.104270263231243,33.50903230555341,73.02200167737709
2023-04-21,Nizamabad,23.92641321252447,31.640854186659244,79.57212947378896
2023-04-22,Nizamabad,23.01446656292295,33.09108770964099,76.90696203867611
2023-04-23,Nizamabad,23.39669708989529,32.24980277655776,81.16877996780967
2023-04-24,Nizamabad,23.440771994641093,29.289881325891827,89.84843494448654
2023-04-25,Nizamabad,24.902471833951466,31.876225645237035,72.28720649493944
2023-04-26,Nizamabad,23.71620054693688,31.22268831088277,75.77801283572782
2023-04-27,Nizamabad,23.943779553657052,31.210960229787013,79.21054657699005
2023-04-28,Nizamabad,24.666385725018596,33.93210738105954,65.20602166367382
2023-04-29,Nizamabad,26.143539119690068,31.25441809692992,67.16603615267798
2023-04-30,Nizamabad,27.23195896509646,33.858584564201784,59.881074312049634
2023-05-01,Nizamabad,26.23544471064451,31.87706288258545,68.30775423665104
2023-05-02,Nizamabad,22.083257715135737,31.175730305332173,76.92199810085474
2023-05-03,Nizamabad,24.863296159396878,33.0056746278676,66.78219997809474
2023-05-04,Nizamabad,24.854604310873086,33.168161717928214,74.16871304865207
2023-05-05,Nizamabad,22.707579735320067,29.798524441604,86.22857464153132
2023-05-06,Nizamabad,23.681904953041474,30.696076780985305,82.61668944447429
2023-05-07,Nizamabad,25.487494458983857,32.47597769810045,71.40348203349703
2023-05-08,Nizamabad,25.985497193064468,32.98338385739449,73.06892897822199
2023-05-09,Nizamabad,24.66528940689209,32.75124698752261,81.32499438479287
2023-05-10,Nizamabad,24.380171468735707,29.897516186283106,83.67862267825673
2023-05-11,Nizamabad,25.904608741716753,29.975623794914917,73.37273128428018
2023-05-12,Nizamabad,27.126530991563534,33.42156182682321,64.99812064951985
2023-05-13,Nizamabad,25.538236847864273,32.28026487766824,73.8511654523056
2023-05-14,Nizamabad,24.176123462705885,34.72936810474045,75.35403923115578
2023-05-15,Nizamabad,26.826758081742003,35.1004242158992,71.45859484682197
2023-05-16,Nizamabad,23.92561483723739,28.737443608478735,91.13918367817737
2023-05-17,Nizamabad,24.48220046125597,28.59892429265911,85.34574203511232
2023-05-18,Nizamabad,25.583652829078883,32.01613390507754,78.87139089658788
2023-05-19,Nizamabad,24.535449687010853,30.724695472942454,86.49213015153293
2023-05-20,Nizamabad,23.497764838104924,29.774723382237077,90.70003513576306
2023-05-21,Nizamabad,24.120245386699516,28.68300656022723,87.61674043760311
2023-05-22,Nizamabad,23.79902582340508,27.977783199289316,86.39044966693592
2023-05-23,Nizamabad,24.76597038301716,27.38674268724665,88.7516779622626
2023-05-24,Nizamabad,25.518955396367783,28.575202194764746,84.08616129667259
2023-05-25,Nizamabad,24.422489882092357,31.456227857847633,83.05906034103327
2023-05-26,Nizamabad,25.35953873194973,32.08342210765023,78.86259186802414
2023-05-27,Nizamabad,25.33683921999669,29.480330780876873,81.24324735424175
2023-05-28,Nizamabad,25.940913784288004,30.241879747263557,80.2250336528468
2023-05-29,Nizamabad,23.615094025606624,29.516224491101777,82.89861926855271
2023-05-30,Nizamabad,23.89479577267851,26.056104587643553,92.58287867254371
2023-05-31,Nizamabad,23.40548781396569,25.938797294648047,92.91720035027842
2023-06-01,Nizamabad,22.11440317553317,27.515764395743844,91.18404611784139
2023-06-02,Nizamabad,22.92779197221974,28.568206258542865,87.63386696416757
2023-06-03,Nizamabad,25.226052634299805,31.48322748996228,73.07043289069833
2023-06-04,Nizamabad,25.44715580694526,30.31468285983466,73.15022583185475
2023-06-05,Nizamabad,25.82004999359126,31.70600444787941,68.08765046693196
2023-06-06,Nizamabad,23.76140817900457,31.865758036868815,74.53152170404857
2023-06-07,Nizamabad,24.59994917297007,30.028291032712847,74.10969112566295
2023-06-08,Nizamabad,24.391035787219614,28.76739437200488,74.78134406633428
2023-06-09,Nizamabad,24.968693350354116,30.427539526715385,71.32159749822672
2023-06-10,Nizamabad,24.542038493719275,28.26906756576881,74.82131233778645
2023-06-11,Nizamabad,24.28160526163929,29.51421850781837,74.0048035511134
2023-06-12,Nizamabad,24.121659554529185,30.64657669018411,72.1424081856514
2023-06-13,Nizamabad,24.875831803780212,30.38377916201359,70.36365191529659
2023-06-14,Nizamabad,25.065974859135,29.685136667974078,77.65250646372073
2023-06-15,Nizamabad,25.131079200669465,31.262409579180293,69.63116013068567
2023-06-16,Nizamabad,26.11103076755541,30.804717704472655,70.87608398180116
2023-06-17,Nizamabad,26.533068329732203,31.98408012988813,69.85606993193625
2023-06-18,Nizamabad,25.5311905249399,32.59554153501244,77.30027823408601
2023-06-19,Nizamabad,26.05225086449141,32.125671597569585,71.86208896162582
2023-06-20,Nizamabad,25.233316720506988,31.34842378253214,74.87613545394024
2023-06-21,Nizamabad,26.12491706524663,32.179559041610936,72.55902966190891
2023-06-22,Nizamabad,24.424722766476787,30.419843277624928,79.15128013055546
2023-06-23,Nizamabad,25.25898646030685,31.578438789140762,73.13962992123783
2023-06-24,Nizamabad,25.21577998906702,32.80330334475318,68.73972346584829
2023-06-25,Nizamabad,23.207334786884477,27.345049888147724,89.41179924507074
2023-06-26,Nizamabad,23.99008761093087,27.036648263458897,91.86346005755685
2023-06-27,Nizamabad,24.370671527133194,27.36734226062168,87.62142809760039
2023-06-28,Nizamabad,24.433965606377654,25.667991183734774,91.62604710045362
2023-06-29,Nizamabad,24.883488126424975,27.327160535922868,86.82581619190574
2023-06-30,Nizamabad,23.560191619590153,27.133751027285367,88.16995038605567
2023-07-01,Nizamabad,23.4027523295774,29.860850066853935,86.70814078310268
2023-07-02,Nizamabad,24.050621397360647,30.08980889455569,80.65153524002658
